spa,por,rom,fra,ita,lat
penuɾja,penuɾjɐ,penyʁi,penyʁi,<blank>,peːnuːrɪam
θepo,sɛpʊ,sɛp,sɛp,tʃeppo,kɪppʊm
estaθjonaɾjo,ʃtɐsiunaɾjʊ,stasjɔnɛʁ,stasjɔnɛʁ,statsionario,statɪoːnaːrɪʊm
repaɾaθjon,ʁepɐɾɐsɐ̃ʊ̃,ʁepaʁasjɔ̃,ʁepaʁasjɔ̃,ripaɾatsione,rɛparaːtɪoːnɛm
sinjestɾo,siniʃtɹʊ,sinistʁ,sinistʁ,sinistro,sɪnɪstrʊm
meɾlo,melʁʊ,mɛʁl,mɛʁl,mɛrlo,mɛrʊlam
<blank>,<blank>,<blank>,<blank>,kaltsare,kalkɛaːrɪʊm
<blank>,<blank>,<blank>,<blank>,kwɛrtʃa,kwɛrkɛʊm
kompaɾeθeɾ,kumpɐɾɨseɹ,kɔ̃paʁɛtʁ,kɔ̃paʁɛtʁ,komparire,kɔmpaːreːrɛ
<blank>,<blank>,<blank>,<blank>,butʃʃinare,buːkɪnaːrɛ
<blank>,<blank>,<blank>,<blank>,repletsione,rɛpleːtɪoːnɛm
komposito,kumpɔzitʊ,kɔ̃pozit,kɔ̃pozit,kompɔzito,kɔmpɔsɪtʊm
benja,venjɐ,<blank>,<blank>,<blank>,wɛnɪam
benaðoɾ,viɐdoɹ,vənœʁ,vənœʁ,<blank>,weːnaːtoːrɛm
seɾβiθjo,seɾəvisʊ,sɛʁvis,sɛʁvis,servitsio,sɛrwɪtɪʊm
puðoɾoso,<blank>,<blank>,<blank>,<blank>,pʊdoːroːsʊm
djakono,diakunʊ,djakʁ,djakʁ,djakono,dɪaːkɔnʊm
penetɾaβle,penɨtɹavɛl,penetʁabl,penetʁabl,penetrabile,pɛnɛtraːbɪlɛm
pulso,puwsʊ,pu,pu,polso,pʊlsʊm
peɾɛnne,peɾenɨ,peʁɛn,peʁɛn,perɛnne,pɛrɛnnɛm
bɾaθo,bɹasʊ,bʁa,bʁa,bratʃʃo,brakkʰɪʊm
maleolo,mɐlɛɔlʊ,maleɔl,maleɔl,mallɛolo,mallɛɔlʊm
<blank>,espɹubɹaɹ,<blank>,<blank>,<blank>,ɛksproːbraːrɛ
aina,<blank>,<blank>,<blank>,<blank>,aɡiːnam
estopa,ʃtopɐ,etup,etup,stoppa,stʊppam
kanula,kɐ̃nulɐ,kanyl,kanyl,kannula,kannʊlam
xuɾisðikθjon,ʒuɾiʒdisɐ̃ʊ̃,ʒyʁidiksjɔ̃,ʒyʁidiksjɔ̃,dʒurizditsione,juːrɪsdɪktɪoːnɛm
<blank>,<blank>,pʁɔsenjɔm,pʁɔsenjɔm,proʃɛnio,prɔskeːnɪʊm
kondiθjon,kuŋdisɐ̃ʊ̃,kɔ̃disjɔ̃,kɔ̃disjɔ̃,konditsione,kɔndɪkɪoːnɛm
milite,militɨ,<blank>,<blank>,milite,miːlɪtɛm
multiplikaðoɾ,muwtiplikɐdoɹ,myltiplikatœʁ,myltiplikatœʁ,moltiplikatore,mʊltɪplɪkaːtoːrɛm
<blank>,<blank>,ɔbvniʁ,ɔbvniʁ,<blank>,ɔbwɛniːrɛ
<blank>,<blank>,<blank>,<blank>,ɡɔtto,ɡʊttʊm
<blank>,<blank>,fabylasjɔ̃,fabylasjɔ̃,<blank>,faːbʊlaːtɪoːnɛm
<blank>,<blank>,<blank>,<blank>,omitʃidjale,hɔmɪkiːdaːlɛm
umeðo,ũmidʊ,ymid,ymid,umido,huːmɪdʊm
aspiɾaɾ,ɐʃpiɾaɹ,aspiʁe,aspiʁe,aspirare,aspiːraːrɛ
<blank>,ʃklɐɾɨseɹ,<blank>,<blank>,<blank>,klaːreːskɛrɛ
donaɾ,duaɹ,dɔne,dɔne,donare,doːnaːrɛ
ekilateɾo,ekilatɨɾʊ,ekyilatɛʁ,ekyilatɛʁ,ekwilatero,aɪkwɪlaːtɛrʊm
uniðad,unidadɨ,ynite,ynite,unita,uːnɪtaːtɛm
tisiko,tizikʊ,<blank>,<blank>,tiziko,peːhtʰɪsɪkʊm
biʎano,vilɐ̃ʊ̃,vilɛ̃,vilɛ̃,villano,wiːllaːnʊm
naraθjon,<blank>,naʁasjɔ̃,naʁasjɔ̃,<blank>,naːrraːtʊm
teɾxeɾ,<blank>,<blank>,<blank>,<blank>,tɛrɡeːrɛ
<blank>,eʃpuɾəɡɐsɐ̃ʊ̃,ɛkspyʁɡasjɔ̃,ɛkspyʁɡasjɔ̃,espurɡatsione,ɛkspʊrɡaːtɪoːnɛm
<blank>,<blank>,<blank>,<blank>,abalieta,abalɪɛtaːtɛm
baleɾ,vɐleɹ,valwaʁ,valwaʁ,valere,waleːrɛ
musitaɾ,musitaɹ,<blank>,<blank>,mussitare,mʊssɪtaːrɛ
pɾeθesjon,pɹesɨsɐ̃ʊ̃,pʁesɛsjɔ̃,pʁesɛsjɔ̃,pretʃessione,praɪkɛssɪoːnɛm
soleβaɾ,sulɨvaɹ,sulve,sulve,sollevare,sʊblɛwaːrɛ
klementisimo,<blank>,<blank>,<blank>,klementissimo,kleːmeːntɪssɪmʊm
paθeɾ,pɐseɹ,pɛtʁ,pɛtʁ,paʃere,paːskɛrɛ
pɾojekto,pɹuʒɛtʊ,pʁoʒɛ,pʁoʒɛ,prodʒɛtto,proːjɛktʊm
enkaʊsto,eɪŋkaʊʃtʊ,ɑ̃kʁ,ɑ̃kʁ,inkiɔstro,ɛŋkaʊstʊm
fantasma,fɐ̃ŋtaʒmɐ,fɑ̃tasm,fɑ̃tasm,fantazma,pʰantasma
<blank>,pɹiʃtinʊ,<blank>,<blank>,<blank>,priːstɪnʊm
imflamaθjon,iŋflɐmɐsɐ̃ʊ̃,ɛ̃flamasjɔ̃,ɛ̃flamasjɔ̃,infjammatsione,iːnflammaːtɪoːnɛm
majoɾ,maɪɔɹ,maʒœʁ,maʒœʁ,madʒʒore,maːjoːrɛm
biɾxiniðad,viɾəʒiŋdadɨ,viʁʒinite,viʁʒinite,verdʒinita,wɪrɡɪnɪtaːtɛm
diθjembɾe,dɨzeɪmbɹʊ,desɑ̃bʁ,desɑ̃bʁ,detʃembre,dɛkɛmbrɛm
oðjaɾ,ɔdiaɹ,<blank>,<blank>,odjare,oːdɪssɛ
neθjo,nɛsjʊ,nis,nis,neʃo,nɛskɪʊm
laɣo,laɡʊ,lak,lak,laɡo,lakʊm
ɡɾamatika,ɡɹɐmatikɐ,ɡʁamɛʁ,ɡʁamɛʁ,ɡrammatika,ɡrammatɪkam
<blank>,<blank>,disjɔ̃,disjɔ̃,<blank>,dɪkɪoːnɛm
mwela,mɔ,mœl,mœl,mɔla,mɔlam
pɾesjon,pɹɨsɐ̃ʊ̃,pʁɛsjɔ̃,pʁɛsjɔ̃,pressione,prɛssɪoːnɛm
konseɾβaθjon,kuŋsɨɾəvɐsɐ̃ʊ̃,kɔ̃sɛʁvasjɔ̃,kɔ̃sɛʁvasjɔ̃,konservatsione,koːnsɛrwaːtɪoːnɛm
asi,ɐsiŋ,ɛ̃si,ɛ̃si,kozi,ɛkkʊmsiːk
liβelula,libɛlulɐ,libɛlyl,libɛlyl,libɛllula,liːbɛllʊlam
imbestiɣaðoɾ,iŋvɨʃtiɡɐdoɹ,ɛ̃vɛstiɡatœʁ,ɛ̃vɛstiɡatœʁ,investiɡatore,ɪnwɛstiːɡaːtoːrɛm
oβlikwo,ɔblikwʊ,ɔblik,ɔblik,oblikwo,ɔbliːkwʊm
klientela,klieɪŋtɛlɐ,kliɑ̃tɛl,kliɑ̃tɛl,klientɛla,klɪɛnteːlam
imbokaɾ,iŋvukaɹ,ɛ̃voke,ɛ̃voke,invokare,ɪnwɔkaːrɛ
unifikaɾ,unifikaɹ,ynifje,ynifje,unifikare,uːnɪfɪkaːrɛ
koeɾɛnθja,kuɨɾeɪŋsjɐ,koeʁɑ̃s,koeʁɑ̃s,koerɛntsa,kɔhaɪrɛntɪam
dekokθjon,dɨkusɐ̃ʊ̃,dekɔksjɔ̃,dekɔksjɔ̃,dekotsione,dɛkɔktɪoːnɛm
repɾimiɾ,ʁepɹimiɹ,ʁepʁime,ʁepʁime,reprimere,rɛprɪmeːrɛ
eskala,ʃkalɐ,eʃɛl,eʃɛl,skala,skaːlam
<blank>,ezuvjɐ,<blank>,<blank>,<blank>,ɛksʊwɪam
uɾtikaɾja,uɾətikaɾjɐ,yʁtikɛʁ,yʁtikɛʁ,ortikaria,ʊrtiːkaːrɪam
umus,<blank>,ymys,ymys,<blank>,hʊmʊm
taŋxiɾ,tɐ̃ŋʒeɹ,<blank>,<blank>,tandʒere,taŋɡɛrɛ
<blank>,<blank>,kɔ̃sud,kɔ̃sud,konsɔlida,koːnsɔlɪdam
ɡloβulo,ɡlɔbulʊ,ɡlobyl,ɡlobyl,ɡlɔbulo,ɡlɔbʊlʊm
deliɾaɾe,dɨliɾaɾɨ,deliʁe,deliʁe,delirare,deːliːraːrɛ
interupθjon,iŋtɨʁupsɐ̃ʊ̃,ɛ̃tɛʁypsjɔ̃,ɛ̃tɛʁypsjɔ̃,interrutsione,ɪntɛrrʊptɪoːnɛm
<blank>,<blank>,syfiʁ,syfiʁ,<blank>,sʊffɪkɛrɛ
<blank>,<blank>,patɛʁnɛl,patɛʁnɛl,<blank>,patɛrnaːlɛm
<blank>,<blank>,<blank>,<blank>,karbɔnio,karboːnɪʊm
mama,mɐ̃mɐ,mamɑ̃,mamɑ̃,mamma,mammam
altaɾ,ɑltaɹ,otɛl,otɛl,altare,altarɛm
estɾatosfeɾa,ʃtɹɐtuʃfɛɾɐ,stʁatɔsfɛʁ,stʁatɔsfɛʁ,stratosfɛra,straːtɔspʰɛraːm
feɾja,fɛɾjɐ,fwaʁ,fwaʁ,fɛria,feːrɪaːs
<blank>,<blank>,miljɛʁ,miljɛʁ,<blank>,mɪlɪaːrɪʊm
inekspeɾjɛnθja,inɨʃpɨɾjeɪŋsjɐ,inɛkspeʁjɑ̃s,inɛkspeʁjɑ̃s,inesperiɛntsa,ɪnɛkspɛrɪɛntɪam
tɾansmiɣɾaθjon,tɹɐ̃ŋzmiɡɹɐsɐ̃ʊ̃,tʁɑ̃smiɡʁasjɔ̃,tʁɑ̃smiɡʁasjɔ̃,trazmiɡratsione,transmiːɡraːtɪoːnɛm
asolaɾ,ɐsulaɹ,<blank>,<blank>,<blank>,assɔlaːrɛ
<blank>,<blank>,<blank>,<blank>,<blank>,strʊppʊm
saniðad,sɐnidadɨ,sɑ̃te,sɑ̃te,sanita,saːnɪtaːtɛm
<blank>,<blank>,kɔ̃flyɑ̃,kɔ̃flyɑ̃,<blank>,koːnflʊɛntɛm
umeðo,ũmidʊ,ymid,ymid,umido,uːmɪdʊm
metɾika,<blank>,mɛtʁ,mɛtʁ,metro,mɛtrʊm
foɾnikaθjon,fuɾənikɐsɐ̃ʊ̃,fɔʁnikasjɔ̃,fɔʁnikasjɔ̃,fornikatsione,fɔrnɪkaːtɪoːnɛm
<blank>,ludɹʊ,luʁ,luʁ,lordo,luːrɪdʊm
<blank>,ɐblɨpsiɐ,<blank>,<blank>,<blank>,ablɛpsɪam
toseɾ,tusiɹ,tuse,tuse,tossire,tʊssiːrɛ
<blank>,<blank>,ɛɡzeʁede,ɛɡzeʁede,<blank>,ɛksheːreːdaːrɛ
muɣoɾ,<blank>,mykɔʁ,mykɔʁ,<blank>,muːkoːrɛm
oɾifiθe,aʊɾifisɨ,<blank>,<blank>,orefitʃe,aʊrɪfɪkɛm
xuðiθjaɾjo,ʒudisiaɾjʊ,ʒydisjɛʁ,ʒydisjɛʁ,dʒuditsjario,juːdɪkɪaːrɪʊm
bɾanka,<blank>,bʁɑ̃ʃ,bʁɑ̃ʃ,branka,braŋkam
letɾina,lɐtɹinɐ,latʁin,latʁin,latrina,laːtriːnam
suβlimaɾ,sublimaɹ,syblime,syblime,sublimare,sʊbliːmaːrɛ
pɾoβeeɾ,pɹuveɹ,puʁvwaʁ,puʁvwaʁ,provvedɛre,proːwɪdeːrɛ
saluðaɾ,saʊdaɹ,salye,salye,salutare,saluːtaːrɛ
estaβle,ʃtavɛl,stabl,stabl,stabile,stabɪlɛm
deθiɾ,dizeɹ,diʁ,diʁ,dire,diːkeːrɛ
<blank>il,<blank>,<blank>il,<blank>il,<blank>iːle,<blank>ɪlɛm
<blank>,<blank>,<blank>,<blank>,prenotare,praɪnɔtaːrɛ
desβaneθeɾ,dɨʒvɐnɨseɹ,evanwiʁ,evanwiʁ,zvanire,eːwaːneːskɛrɛ
naʊfɾaɣaɾ,naʊfɹɐɡaɹ,nofʁaʒe,nofʁaʒe,naufraɡare,naʊfraɡaːrɛ
teneɾ,tɨɹ,təniʁ,təniʁ,tenere,tɛneːrɛ
aβusiβo,ɐbuzivʊ,abyzif,abyzif,<blank>,abuːsiːwʊm
θjentifiko,sieɪŋtifikʊ,sjɑ̃tifik,sjɑ̃tifik,ʃentifiko,skɪɛntɪfɪkʊm
eramjɛnta,fɨʁɐmeɪŋtɐ,<blank>,<blank>,<blank>,fɛrraːmɛntʊm
tumultwoso,<blank>,<blank>,<blank>,<blank>,tʊmʊltʊoːsʊm
fatiðiko,<blank>,<blank>,<blank>,<blank>,faːtɪdɪkʊm
lentikulaɾ,leɪŋtikulaɹ,lɑ̃tikylɛʁ,lɑ̃tikylɛʁ,lentikolare,lɛntɪkʊlaːrɛm
<blank>,<blank>,<blank>,<blank>,settimana,sɛptɪmaːnam
paɾeɾ,pɐɾeɹ,paʁwaʁ,paʁwaʁ,parere,pareːrɛ
emanθipaθjon,emɐ̃ŋsipɐsɐ̃ʊ̃,emɑ̃sipasjɔ̃,emɑ̃sipasjɔ̃,emantʃipatsione,eːmaŋkɪpaːtɪoːnɛm
kɾistalino,kɹiʃtɐlinʊ,kʁistalɛ̃,kʁistalɛ̃,kristallino,krystallɪnʊm
poʎo,pɔlʊ,pul,pul,pollo,pʊllʊm
salina,sɐlinɐ,<blank>,<blank>,salina,saliːnam
<blank>,<blank>,<blank>,<blank>,kondʒurato,kɔnɪuːraːtʊm
boβino,buvinʊ,bovɛ̃,bovɛ̃,bovino,bɔwiːnʊm
<blank>,<blank>,kɔ̃skʁi,kɔ̃skʁi,<blank>,koːnskriːptʊm
dulkamaɾa,<blank>,<blank>,<blank>,dulkamaɾa,duːlkamaːram
<blank>,<blank>,<blank>,<blank>,insidjare,iːnsɪdɪaːriː
difundiɾ,difũŋdiɹ,difɔ̃dʁ,difɔ̃dʁ,diffondere,dɪffʊndɛrɛ
<blank>,<blank>,<blank>,<blank>,erudire,eːrʊdiːrɛ
eskolaɾ,ʃkulaɹ,ekolje,ekolje,skolaro,skʰɔlaːrɛm
somoɾɣuxo,meɾəɡuʎʊ,<blank>,<blank>,maɾaŋɡone,mɛrɡʊm
impoɾtaɾ,impuɾətaɹ,ɛ̃pɔʁte,ɛ̃pɔʁte,importare,ɪmpɔrtaːrɛ
kaɾðinal,kɐɾədiɑl,kaʁdinal,kaʁdinal,kardinale,kardɪnaːlɛm
peɾniθjoso,peɾənisiozʊ,<blank>,<blank>,pernitʃozo,pɛrnɪkɪoːsʊm
<blank>,<blank>,volaʒ,volaʒ,<blank>,wɔlaːtɪkʊm
kolisjon,kulizɐ̃ʊ̃,kɔlizjɔ̃,kɔlizjɔ̃,kollizione,kɔlliːsɪoːnɛm
weβos,<blank>,<blank>,<blank>,wɔpo,ɔpʊs
<blank>,<blank>,<blank>,<blank>,farɛa,pareːaːn
nominal,numinɑl,nominal,nominal,nominale,noːmɪnaːlɛm
katiβo,kɐtivʊ,ʃetif,ʃetif,kattivo,kaptiːwʊm
<blank>,<blank>,ɔʁn,ɔʁn,<blank>,ɔrnʊm
disensjon,diseɪŋsɐ̃ʊ̃,disɑ̃sjɔ̃,disɑ̃sjɔ̃,dissɛnso,dɪssɛnsɪoːnɛm
funθjon,fũŋsɐ̃ʊ̃,fɔ̃ksjɔ̃,fɔ̃ksjɔ̃,funtsione,fuːŋktɪoːnɛm
pjoxoso,piuʎozʊ,pujø,pujø,pidokkiozo,peːdiːkʊloːsʊm
restitwiɾ,<blank>,ʁɛstitye,ʁɛstitye,restituire,rɛstɪtʊɛrɛ
linea,liɲɐ,liɲ,liɲ,linea,liːnɛam
inteɾθeðeɾ,iŋtɨɾəsɨdeɹ,ɛ̃tɛʁsede,ɛ̃tɛʁsede,intertʃedere,ɪntɛrkeːdɛrɛ
<blank>,<blank>,sakʁamɑ̃tal,sakʁamɑ̃tal,sakramentale,sakraːmɛntaːlɛm
koβɾa,kɔbɹɐ,kupl,kupl,kɔppia,koːpʊlam
admitiɾ,ɐdmitiɹ,admɛtʁ,admɛtʁ,ammettere,admɪtteːrɛ
peɾmaneθeɾ,peɾəmɐnɨseɹ,<blank>,<blank>,permanɛre,pɛrmaneːrɛ
paðiʎa,<blank>,pwal,pwal,padɛlla,patɛllam
θitaɾ,sitaɹ,site,site,tʃitare,kɪtaːrɛ
analoxia,ɐnɐluʒiɐ,analoʒi,analoʒi,<blank>,analɔɡɪamanalɔɡɪaːn
duɾaɾ,duɾaɹ,dyʁe,dyʁe,durare,duːraːrɛ
binoso,vinozʊ,vinø,vinø,vinozo,wiːnoːsʊm
enaxenaɾ,ɐʎiaɹ,aljene,aljene,alienare,alɪeːnaːrɛ
intempestiβo,<blank>,ɛ̃tɑ̃pɛstif,ɛ̃tɑ̃pɛstif,<blank>,ɪntɛmpɛstiːwʊm
beʎo,bɛlʊ,bo,bo,bɛllo,bɛllʊm
<blank>,vɔmɨɹ,vome,vome,vɔmere,woːmɛrɛm
fasθinaɾ,fɐsinaɹ,fasine,fasine,affaʃinare,faskɪnaːrɛ
<blank>,<blank>,<blank>,<blank>,staɲɲo,staŋnʊm
xuɣo,sukʊ,syk,syk,sukko,sʊkkʊm
amoβeɾ,ɐmuveɹ,amovibl,amovibl,amovibile,aːmɔweːrɛ
reβeɾɛndo,ʁevɨɾeɪŋdʊ,ʁeveʁɑ̃s,ʁeveʁɑ̃s,reverɛndo,rɛwɛrɛndʊm
inteɾðikθjon,iŋtɨɾədisɐ̃ʊ̃,ɛ̃tɛʁdiksjɔ̃,ɛ̃tɛʁdiksjɔ̃,interditsione,ɪntɛrdɪktɪoːnɛm
impetɾaɾ,impɨtɹaɹ,<blank>,<blank>,impetrare,ɪmpɛtraːrɛ
<blank>,<blank>,<blank>,<blank>,<blank>,aʊkʊpaːriː
tɾama,tɹɐ̃mɐ,tʁam,tʁam,trama,traːmam
bɾeβe,bɹɛvɨ,bʁɛf,bʁɛf,brɛve,brɛwɛm
<blank>,<blank>,metalifɛʁ,metalifɛʁ,metallifero,mɛtallɪfɛrʊm
<blank>,bimʊ,<blank>,<blank>,<blank>,biːmʊm
θeðeɾ,sɨdeɹ,sede,sede,tʃedere,keːdɛrɛ
dipptoŋɡo,ditoŋɡʊ,diftɔ̃ɡ,diftɔ̃ɡ,dittɔŋɡo,dɪpʰtʰɔŋɡʊm
moxon,mutulʊ,<blank>,<blank>,<blank>,muːtʊlʊm
fɾaʊðe,fɹaʊdɨ,fʁod,fʁod,frɔde,fraʊdɛm
uɾðiɾ,uɾədiɹ,uʁdiʁ,uʁdiʁ,ordire,oːrdiːrɛ
maxja,mɐʒiɐ,maʒi,maʒi,madʒia,maɡɪam
aleɣaɾ,ɐlɨɡaɹ,aleɡe,aleɡe,alleɡare,allɛɡɛrɛ
laβoɾjoso,lɐbuɾiozʊ,laboʁjø,laboʁjø,laboriozo,laboːrɪoːsʊm
baɾβaɾiθaɾ,bɐɾəbɐɾizaɹ,baʁbaʁize,baʁbaʁize,barbaridzzare,barbariːzzaːrɛ
flaɣɾante,flɐɡɹɐ̃ŋtɨ,flaɡʁɑ̃,flaɡʁɑ̃,flaɡrante,flaɡrantɛm
tenoɾ,tiuɹ,tənœʁ,tənœʁ,tenore,tɛnoːrɛm
tio,tiʊ,<blank>,<blank>,dzio,tʰiːʊm
reaθeɾ,ʁefɐzeɹ,ʁəfɛʁ,ʁəfɛʁ,rifare,rɛfɪkɛrɛ
<blank>,<blank>,sybvɛʁtiʁ,sybvɛʁtiʁ,<blank>,sʊbwɛrtɛrɛ
<blank>,<blank>,sypɛʁb,sypɛʁb,supɛrbia,sʊpɛrbɪam
oɾakulo,ɔɾakulʊ,oʁakl,oʁakl,orakolo,oːraːkʊlʊm
peɾkoreɾ,peɾəkuʁeɹ,paʁkuʁiʁ,paʁkuʁiʁ,perkɔrrere,pɛrkʊrrɛrɛ
kwoɾum,kuuɾũŋ,koʁɔm,koʁɔm,kwɔrum,kwoːrʊm
<blank>,<blank>,klodikasjɔ̃,klodikasjɔ̃,<blank>,klaʊdɪkaːtɪoːnɛm
koɾea,kuɾɛɪɐ,koʁe,koʁe,korɛa,kʰɔreːam
museo,muzeʊ,myze,myze,muzɛo,muːseːʊm
θiʎeɾo,seleɪɾʊ,sɛlje,sɛlje,tʃellaio,kɛllaːrɪʊm
<blank>,<blank>,ɔmnifɔʁm,ɔmnifɔʁm,<blank>,ɔmnɪfoːrmɛm
pɾeθepptoɾ,pɹesɨptoɹ,pʁesɛptœʁ,pʁesɛptœʁ,pretʃettore,praɪkɛptoːrɛm
<blank>,vilikʊ,<blank>,<blank>,<blank>,wiːlɪkʊm
deɣoʎaɾ,dɨɡulaɹ,<blank>,<blank>,<blank>,deːkɔllaːrɛ
konkluiɾ,kuŋkluiɹ,kɔ̃klyʁ,kɔ̃klyʁ,konkludere,kɔŋkluːdeːrɛ
epiðeɾmis,epidɛɾəmɨ,epidɛʁm,epidɛʁm,epidɛrmide,ɛpɪdɛrmɪdɛm
retiθeɾ,<blank>,<blank>,<blank>,retitʃere,rɛtɪkeːrɛ
seβo,sebʊ,syif,syif,sɛbo,seːbʊm
<blank>,<blank>,floʁibɔ̃,floʁibɔ̃,<blank>,floːrɪbʊndʊm
aβɾotano,ɐbɹɔtɐnʊ,oʁɔn,oʁɔn,abrotano,abrɔtɔnʊm
ekstendeɾ,ʃteɪŋdeɹ,etɑ̃dʁ,etɑ̃dʁ,estɛndere,ɛkstɛndɛrɛ
seɾβil,sɨɾəvil,sɛʁvil,sɛʁvil,servile,sɛrwiːlɛm
kaloɾ,kɐloɹ,ʃalœʁ,ʃalœʁ,kalore,kaloːrɛm
<blank>,<blank>,<blank>,<blank>,amarulɛnto,amaːrʊlɛntʊm
eksθepptwaɾ,<blank>,<blank>,<blank>,etʃʃepire,ɛkskɪpɛrɛ
tɾansmaɾino,tɹɐ̃ŋzmɐɾinʊ,tʁɑ̃smaʁɛ̃,tʁɑ̃smaʁɛ̃,tranzmarino,transmariːnʊm
aɣape,aɡɐpɨ,<blank>,<blank>,<blank>,aɡapeːn
saɣaθ,sɐɡaʃ,saɡas,saɡas,saɡatʃe,saɡaːkɛm
eβakwaɾ,evɐkuaɹ,evakye,evakye,evakuare,eːwakʊaːrɛ
maxistɾal,mɐʒiʃtɹɑl,maʒistʁal,maʒistʁal,madʒistrale,maɡɪstraːlɛm
aɾkosoljo,ɐɾəkusɔljʊ,aʁkozoljɔm,aʁkozoljɔm,arkozɔlio,arkɔsɔlɪʊm
xiβa,ʒebɐ,<blank>,<blank>,dʒibbo,ɡɪbbʊm
<blank>,<blank>,<blank>,<blank>,kapitone,kapɪtoːnɛm
<blank>,ɐbuzaɹ,abyze,abyze,abuzare,abuːtiː
reminisθɛnθja,ʁeminiseɪŋsjɐ,ʁeminisɑ̃s,ʁeminisɑ̃s,reminiʃɛntsa,rɛmɪnɪskɛntɪam
<blank>,<blank>,<blank>,<blank>,pupo,puːpʊm
pɾoðukθjon,pɹudusɐ̃ʊ̃,pʁodyksjɔ̃,pʁodyksjɔ̃,produtsione,proːdʊktɪoːnɛm
eʊnuko,eʊnukʊ,ønyk,ønyk,eunuko,ɛʊnuːkʰʊm
anoðino,ɐnɔdinʊ,<blank>,<blank>,anodino,anoːdynɔn
reiɾ,ʁiɹ,ʁiʁ,ʁiʁ,ridere,riːdeːrɛ
funesto,<blank>,fynɛst,fynɛst,funɛsto,fuːnɛstʊm
axeno,ɐʎeɪʊ,<blank>,<blank>,aliɛno,alɪeːnʊm
<blank>,susuʁɐsɐ̃ʊ̃,<blank>,<blank>,<blank>,sʊsʊrraːtɪoːnɛm
deβeɾ,dɨveɹ,dəvwaʁ,dəvwaʁ,dovere,deːbeːrɛ
imfoɾmaθjon,iŋfuɾəmɐsɐ̃ʊ̃,ɛ̃fɔʁmasjɔ̃,ɛ̃fɔʁmasjɔ̃,informatsione,iːnfoːrmaːtɪoːnɛm
bentɾilokwo,veɪŋtɹilukwʊ,vɑ̃tʁilok,vɑ̃tʁilok,ventrilokwo,wɛntrɪlɔkwʊm
xuŋxeɾ,ʒũŋʒiɹ,ʒwɛ̃dʁ,ʒwɛ̃dʁ,dʒundʒere,jʊŋɡɛrɛ
moðiko,mɔdikʊ,modik,modik,mɔdiko,mɔdɪkʊm
pɾaβo,pɹavʊ,bʁav,bʁav,<blank>,praːwʊm
bolsa,bolsɐ,buʁs,buʁs,borsa,bʊrsam
inteɾmitɛnte,iŋtɨɾəmiteɪŋtɨ,ɛ̃tɛʁmitɑ̃,ɛ̃tɛʁmitɑ̃,intermittɛnte,ɪntɛrmɪttɛntɛm
aja,faɪɐ,fwɛ,fwɛ,fadʒʒo,faːɡʊm
<blank>,ekivɐleɪŋsjɐ,<blank>,<blank>,<blank>,aɪkwɪwalɛntɪam
mendiɣo,meɪŋdiɡʊ,<blank>,<blank>,mendiko,mɛndiːkʊm
<blank>,<blank>,<blank>,<blank>,lazaɲɲa,lasanʊm
inalaθjon,inɐlɐsɐ̃ʊ̃,inalasjɔ̃,inalasjɔ̃,inalatsione,ɪnhaːlaːtɪoːnɛm
<blank>,ɐbʒuɾəɡaɹ,<blank>,<blank>,<blank>,abɪuːrɡaːrɛ
pluβjal,pluviɑl,plyvjal,plyvjal,pluvjale,plʊwɪaːlɛm
talamo,<blank>,<blank>,<blank>,talamo,tʰalamʊm
θeɣaɾ,sɨɡaɹ,<blank>,<blank>,<blank>,kaɪkaːrɛ
imitaθjon,imitɐsɐ̃ʊ̃,imitasjɔ̃,imitasjɔ̃,imitatsione,ɪmɪtaːtɪoːnɛm
eskweɾθo,<blank>,<blank>,<blank>,<blank>,skɔrtɛʊm
limitɾofe,limitɹufɨ,<blank>,<blank>,limitrofo,liːmɪtrɔpʰʊm
<blank>,<blank>,foveal,foveal,<blank>,fɔwɛaːlɛm
deliβeɾaɾ,dɨlibɨɾaɹ,delibeʁe,delibeʁe,deliberare,deːliːbɛraːrɛ
fisika,fizikɐ,fizik,fizik,fizika,pʰysɪkam
sufɾaɣaɾ,<blank>,<blank>,<blank>,<blank>,sʊffraːɡaːrɛ
tono,toŋ,tɔ̃,tɔ̃,tɔno,tɔnʊm
innoβle,iɡnɔbil,iɲɔbl,iɲɔbl,iɲɔbile,ɪŋnoːbɪlɛm
pɾoβlema,pɹublemɐ,pʁɔblɛm,pʁɔblɛm,problɛma,prɔbleːma
<blank>,<blank>,<blank>,<blank>,aɡo,akʊm
otʃaβo,<blank>,ɔktav,ɔktav,ottavo,ɔktaːwʊm
<blank>,<blank>,<blank>,<blank>,vedʒetabile,wɛɡɛtaːbɪlɛm
indifeɾɛnte,iŋdifɨɾeɪŋtɨ,ɛ̃difeʁɑ̃,ɛ̃difeʁɑ̃,indifferɛnte,ɪndɪffɛrɛntɛm
konsekwɛnθja,kuŋsɨkweɪŋsjɐ,kɔ̃sekɑ̃s,kɔ̃sekɑ̃s,konseɡwɛntsa,kɔnsɛkwɛntɪam
<blank>,<blank>,<blank>,<blank>,napoletano,nɛaːpɔliːtaːnʊm
sokoreɾ,sukuʁeɹ,səkuʁiʁ,səkuʁiʁ,sokkɔrrere,sʊkkʊrrɛrɛ
